job_id,job_title,company_name,time_posted,location,seniority_level,employment_type,job_function,industries,function,industry,city
4245051989,Area Supervisor,Instamart,4 weeks ago,"Pune, Maharashtra, India",Director,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Pune
4245293882,IT Service Desk Specialist,eJAmerica,3 days ago,"Bangalore Urban, Karnataka, India",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Banking,Information,IT,Bangalore
4245735532,Javascript Developer (Frontend - React),Vinsol | STADIUM,2 weeks ago,"Delhi, Delhi, India",Entry level,Full-time,Engineering and Information Technology,Internet Publishing,Engineering,Internet,Delhi
4245939397,Head of Channel Sales -Wifi Products,HFCL Limited,2 days ago,"Gurugram, Haryana, India",Mid-Senior level,Full-time,Sales,Telecommunications,Sales,Telecommunications,Gurugram
4244723939,Sales Manager – Kolkata (Remote Work) – Hospitality Background,Della Adventure & Resorts Pvt Ltd,1 day ago,Greater Kolkata Area,Entry level,Full-time,Sales and Business Development,Hospitality,Sales,Hospitality,Greater
4245270099,Team Member - SIT,Dr. Reddy's Laboratories,3 days ago,"Baddi, Himachal Pradesh, India",Mid-Senior level,Full-time,Manufacturing,Pharmaceutical Manufacturing,Manufacturing,Pharmaceutical,Baddi
4244359043,QC Executive – (RM / FG / Stability / AMV & PV / Microbiology),SAVA HEALTHCARE LIMITED,1 day ago,"Etawah, Uttar Pradesh, India",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,Research,Pharmaceutical,Etawah
4245505053,"Analyst / Senior Analyst, Claims",AXA XL,3 days ago,"Gurugram, Haryana, India",Not Applicable,Full-time,Finance and Sales,Insurance,Finance,Insurance,Gurugram
4245858480,Data Analyst,PyjamaHR,2 days ago,"Karnataka, India",Mid-Senior level,Full-time,Information Technology,Software Development,Information,Software,Karnataka
4244359043,QC Executive – (RM / FG / Stability / AMV & PV / Microbiology),SAVA HEALTHCARE LIMITED,1 day ago,"Etawah, Uttar Pradesh, India",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,Research,Pharmaceutical,Etawah
4245505053,"Analyst / Senior Analyst, Claims",AXA XL,3 days ago,"Gurugram, Haryana, India",Not Applicable,Full-time,Finance and Sales,Insurance,Finance,Insurance,Gurugram
4245858480,Data Analyst,PyjamaHR,2 days ago,"Karnataka, India",Mid-Senior level,Full-time,Information Technology,Software Development,Information,Software,Karnataka
4245052913,Shift Manager,Instamart,4 weeks ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Management and Manufacturing,"Technology, Information and Internet",Management,Technology,Bengaluru
4246613121,Area Sales Manager,Tata Cummins,1 day ago,"Moradabad, Uttar Pradesh, India",Mid-Senior level,Full-time,Sales and Business Development,"Appliances, Electrical, and Electronics Manufacturing",Sales,Appliances,Moradabad
4245966111,Center Operation Manager -Jalandhar,Frankfinn Aviation Services Pvt. Limited,2 days ago,"Jalandhar I, Punjab, India",Mid-Senior level,Full-time,Management and Manufacturing,Pharmaceutical Manufacturing,Management,Pharmaceutical,Jalandhar
4243904090,Assistant Manager - HR - Operations - CBS - TAL - Talent Attraction &Acquisition - Gurgaon,EY,2 days ago,"Gurugram, Haryana, India",Associate,Full-time,Human Resources,Professional Services,Human,Professional,Gurugram
4245223632,Assistant Manager QC MEP,Ascentis Group,3 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,"Project Management, Consulting, and Management","Construction, Civil Engineering, and Real Estate",Project,Construction,Bengaluru
4245273189,Sales Advisor,H&M,3 days ago,"Indore, Madhya Pradesh, India",Not Applicable,Full-time,Sales,Retail,Sales,Retail,Indore
4245861376,Data Analyst,PyjamaHR,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Information Technology,Software Development,Information,Software,Bengaluru
4244337553,Business Development Associate,Unacademy,1 day ago,"Bengaluru, Karnataka, India",Associate,Full-time,"Business Development, Sales, and Consulting",Education Administration Programs,Business,Education,Bengaluru
4245051986,Legal Counsel I - Litigation,Instamart,6 days ago,"Bengaluru, Karnataka, India",Entry level,Full-time,Legal,"Technology, Information and Internet",Legal,Technology,Bengaluru
4245903235,Assisstant Manager Customs & Logistics,Gujarat Fluorochemicals Limited,2 days ago,"Noida, Uttar Pradesh, India",Mid-Senior level,Full-time,Management and Manufacturing,Chemical Manufacturing,Management,Chemical,Noida
4245706295,Purchase Executive - Pullman Chennai Anna Salai,Pullman Hotels & Resorts,3 days ago,"Chennai, Tamil Nadu, India",Executive,Full-time,Business Development and Sales,Hospitality,Business,Hospitality,Chennai
4246615266,KYC Associate,Deutsche Bank,1 day ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,Finance and Sales,Financial Services,Finance,Financial,Bengaluru
4245057377,Business Development Executive,Instamart,4 weeks ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Bengaluru
4245526790,"Business Analyst - IHS, I Have Space",Amazon,3 days ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,"Management, Distribution, and Supply Chain",Software Development,Management,Software,Bengaluru
4245529109,Area Manager,Amazon,3 days ago,"Mumbai, Maharashtra, India",Mid-Senior level,Full-time,"Management, Distribution, and Supply Chain",Software Development,Management,Software,Mumbai
4245880745,Executive- Microbiologist,Terapia - a SUN PHARMA Company,2 days ago,"Sahibzada Ajit Singh Nagar, Punjab, India",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,Research,Pharmaceutical,Sahibzada
4245270360,Sales Advisor,H&M,3 days ago,"Bhubaneshwar, Odisha, India",Not Applicable,Full-time,Customer Service,Retail,Customer,Retail,Bhubaneshwar
4245270366,Sales Advisor,H&M,3 days ago,"Pune, Maharashtra, India",Not Applicable,Full-time,Sales,Retail,Sales,Retail,Pune
4245904208,Civil Design Engineer,Gujarat Fluorochemicals Limited,2 days ago,"Vadodara, Gujarat, India",Entry level,Full-time,Engineering and Information Technology,Chemical Manufacturing,Engineering,Chemical,Vadodara
4245863890,Assistant Manager - Projects,Rebel Foods,2 days ago,"Delhi, India",Mid-Senior level,Full-time,"Purchasing, Business Development, and Engineering","Internet Marketplace Platforms, Food and Beverage Services, and Food and Beverage Manufacturing",Purchasing,Internet,Delhi
4245902463,GSA - Food & Beverage Service,IBIS,2 days ago,"Pune, Maharashtra, India",Entry level,Full-time,Management and Manufacturing,Broadcast Media Production and Distribution,Management,Broadcast,Pune
4245876491,Academic Counsellor,PW (PhysicsWallah),2 days ago,India,Entry level,Contract,Education,Education,Education,Education,India
4245932730,Head of Admissions,"Oakridge International School, Bengaluru",2 days ago,"Hyderabad, Telangana, India",Director,Full-time,Education and Training,Education,Education,Education,Hyderabad
4245857610,Data Analyst,PyjamaHR,2 days ago,"Gulbarga, Karnataka, India",Mid-Senior level,Full-time,Information Technology,Software Development,Information,Software,Gulbarga
4245881564,Executive- Microbiologist,Terapia - a SUN PHARMA Company,2 days ago,"Sahibzada Ajit Singh Nagar, Punjab, India",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,Research,Pharmaceutical,Sahibzada
4245584080,HR Recruiter,CapitalVia,4 weeks ago,"Indore, Madhya Pradesh, India",Mid-Senior level,Full-time,Human Resources,Financial Services,Human,Financial,Indore
4245092859,Counselor,PW (PhysicsWallah),3 days ago,India,Associate,Full-time,Business Development,Education,Business,Education,India
4245881564,Executive- Microbiologist,Terapia - a SUN PHARMA Company,2 days ago,"Sahibzada Ajit Singh Nagar, Punjab, India",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,Research,Pharmaceutical,Sahibzada
4245584080,HR Recruiter,CapitalVia,4 weeks ago,"Indore, Madhya Pradesh, India",Mid-Senior level,Full-time,Human Resources,Financial Services,Human,Financial,Indore
4245092859,Counselor,PW (PhysicsWallah),3 days ago,India,Associate,Full-time,Business Development,Education,Business,Education,India
4245706496,Civil Engineer,Novotel Hotels,2 days ago,"Bardez, Goa, India",Entry level,Full-time,Engineering and Information Technology,Hospitality,Engineering,Hospitality,Bardez
4245215539,Chief of Staff to Managing Partner,2070 Health,3 days ago,"Bengaluru, Karnataka, India",Director,Full-time,Other,IT Services and IT Consulting,Other,IT,Bengaluru
4245270357,Sales Advisor,H&M,3 days ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,Sales,Retail,Sales,Retail,Bengaluru
4245859430,Data Analyst,PyjamaHR,2 days ago,"Belgaum, Karnataka, India",Mid-Senior level,Full-time,Information Technology,Software Development,Information,Software,Belgaum
4245059374,Executive Assistant,Novac Technology Solutions,3 days ago,"Navi Mumbai, Maharashtra, India",Mid-Senior level,Full-time,Administrative,IT Services and IT Consulting,Administrative,IT,Navi
4246612231,Estimation Engineer,KALPATARU PROJECTS INTERNATIONAL LIMITED,1 day ago,"Mumbai, Maharashtra, India",Executive,Full-time,Quality Assurance,"Engines and Power Transmission Equipment Manufacturing, Construction, and Electric Power Generation",Quality,Engines,Mumbai
4245503398,"Quality Engineer, QA",AXA XL,3 days ago,"Gurugram, Haryana, India",Not Applicable,Full-time,Quality Assurance,Insurance,Quality,Insurance,Gurugram
4245898543,Asst. Manager / Dy. Manager- Production,Gujarat Fluorochemicals Limited,2 days ago,"Dahej, Gujarat, India",Entry level,Full-time,Administrative,Chemical Manufacturing,Administrative,Chemical,Dahej
4245056576,Content Executive,Instamart,4 weeks ago,"Pune, Maharashtra, India",Mid-Senior level,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Pune
4245921966,Associate - Program Manager,Internshala,2 days ago,"Gurugram, Haryana, India",Associate,Full-time,Project Management,E-Learning Providers,Project,E-Learning,Gurugram
4245901421,Manager/sr. Manager - Polymer Production,Gujarat Fluorochemicals Limited,2 days ago,"Dahej, Gujarat, India",Not Applicable,Full-time,Other,Chemical Manufacturing,Other,Chemical,Dahej
4245227613,Elementary School Social Worker,Beaverton School District,3 days ago,"Amta-I, West Bengal, India",Entry level,Full-time,Other,Primary and Secondary Education,Other,Primary,Amta-I
4245058189,Area Supervisor,Instamart,4 weeks ago,"Hyderabad, Telangana, India",Director,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Hyderabad
4245883416,General Manager Production,Terapia - a SUN PHARMA Company,2 days ago,"Paonta Sahib, Himachal Pradesh, India",Executive,Full-time,Management and Manufacturing,Pharmaceutical Manufacturing,Management,Pharmaceutical,Paonta
4245922421,Team Leader,Syngenta,2 days ago,"Goa, Goa, India",Mid-Senior level,Full-time,Research,Chemical Manufacturing,Research,Chemical,Goa
4243968149,Project Engineer,CRA,3 weeks ago,"Noida, Uttar Pradesh, India",Associate,Full-time,Strategy/Planning,Industrial Machinery Manufacturing,Strategy/Planning,Industrial,Noida
4244368598,Software Engineer Trainee,CG-VAK Software & Exports Ltd.,1 day ago,"Coimbatore, Tamil Nadu, India",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Engineering,IT,Coimbatore
4245058176,Onboarding Executive,Instamart,4 weeks ago,"Pune, Maharashtra, India",Executive,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Pune
4245083408,Senior Procurement Manager,Avery Dennison,3 days ago,"Gurugram, Haryana, India",Mid-Senior level,Full-time,"Purchasing, Strategy/Planning, and Supply Chain",Manufacturing,Purchasing,Manufacturing,Gurugram
4244938670,Human Resources (HR) Internship in Noida,eCampus,3 days ago,"Noida, Uttar Pradesh, India",Internship,Internship,Human Resources and Management,Advertising Services,Human,Advertising,Noida
4244735524,Field Officer,Cadila Pharmaceuticals Limited,3 weeks ago,"Pendurthi, Andhra Pradesh, India",Entry level,Full-time,Other,Pharmaceutical Manufacturing,Other,Pharmaceutical,Pendurthi
4245056572,Senior Executive - Site Engineer,Instamart,4 weeks ago,"Chennai, Tamil Nadu, India",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Engineering,Technology,Chennai
4245250291,Site Supervisor,Trevi Foundations Nigeria Limited,3 days ago,"Mumbai, Maharashtra, India",Mid-Senior level,Full-time,Management and Manufacturing,Construction,Management,Construction,Mumbai
4245592389,Architect,o2h group,3 weeks ago,"Ahmedabad, Gujarat, India",Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",Biotechnology Research,Design,Biotechnology,Ahmedabad
4244184942,Data Analyst,LTIMindtree,7 hours ago,India,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,Information,IT,India
4243900775,General Manager (TRAVEL & TOURISM INDUSTRY),Mindtel Global,2 days ago,"Gurugram, Haryana, India",Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting,Management,IT,Gurugram
4245873967,Finance Pricing Executive,Wipro,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Finance and Sales,IT Services and IT Consulting,Finance,IT,Bengaluru
4243900775,General Manager (TRAVEL & TOURISM INDUSTRY),Mindtel Global,2 days ago,"Gurugram, Haryana, India",Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting,Management,IT,Gurugram
4245873967,Finance Pricing Executive,Wipro,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Finance and Sales,IT Services and IT Consulting,Finance,IT,Bengaluru
4245882739,"Manager, Microbiology",Terapia - a SUN PHARMA Company,2 days ago,"Dadra & Nagar Haveli, Daman and Diu, India",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,Research,Pharmaceutical,Dadra
4245098124,"Associate, Financial Planning & Analysis",BlackRock,3 days ago,"Gurgaon, Haryana, India",Mid-Senior level,Full-time,Finance and Sales,Financial Services,Finance,Financial,Gurgaon
4245859429,Data Analyst,PyjamaHR,2 days ago,"Mangaluru, Karnataka, India",Mid-Senior level,Full-time,Information Technology,Software Development,Information,Software,Mangaluru
4245933864,Team Member Contracts,UltraTech Cement,2 days ago,"Maharashtra, India",Entry level,Contract,Management and Manufacturing,Wholesale Building Materials,Management,Wholesale,Maharashtra
4245819396,Service Desk Analyst,eJAmerica,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,"Administrative, Information Technology, and Engineering","IT Services and IT Consulting, Telecommunications, and Banking",Administrative,IT,Bengaluru
4245873638,Industrial Designer,Young Designers India,2 days ago,"Gurugram, Haryana, India",Entry level,Full-time,Engineering and Information Technology,Design Services,Engineering,Design,Gurugram
4245226651,Grade 3,Beaverton School District,3 days ago,"Amta-I, West Bengal, India",Not Applicable,Full-time,Other,Primary and Secondary Education,Other,Primary,Amta-I
4245967118,Assistant Manager - Customer Interaction Suite,Tata Communications,2 days ago,"Pune, Maharashtra, India",Mid-Senior level,Full-time,Engineering,"Telecommunications, IT Services and IT Consulting, and Social Networking Platforms",Engineering,Telecommunications,Pune
4246631105,Operations Manager,Apna Mart,1 day ago,"Kolkata, West Bengal, India",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet and Software Development",Information,Technology,Kolkata
4245824991,"SBS -Assistant Brand Manager, India Consumables",Amazon,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,"Purchasing, Supply Chain, and Information Technology",Software Development,Purchasing,Software,Bengaluru
4245580138,Senior Associate - Operations,WNS,2 days ago,Pune/Pimpri-Chinchwad Area,Associate,Full-time,Customer Service,Outsourcing/Offshoring,Customer,Outsourcing/Offshoring,Pune/Pimpri-Chinchwad
4245886322,Engineering Head,Terapia - a SUN PHARMA Company,2 days ago,"Anklesvar, Gujarat, India",Executive,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing,Engineering,Pharmaceutical,Anklesvar
4246927034,Operations Executive - Gurgaon,Rentokil Initial,3 weeks ago,"Gurugram, Haryana, India",Executive,Full-time,Management and Manufacturing,Environmental Services,Management,Environmental,Gurugram
4245881593,Technician (Grade 1),Terapia - a SUN PHARMA Company,2 days ago,"Vadodara, Gujarat, India",Entry level,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing,Engineering,Pharmaceutical,Vadodara
4245901323,Assistant General Manager - Mechanical (Projects),Gujarat Fluorochemicals Limited,2 days ago,"Dahej, Gujarat, India",Mid-Senior level,Full-time,Management and Manufacturing,Chemical Manufacturing,Management,Chemical,Dahej
4245096052,Senior Executive - Finance & Accounts (Finops),ixigo,3 days ago,"Gurugram, Haryana, India",Associate,Full-time,Finance,"Technology, Information and Internet",Finance,Technology,Gurugram
4245901381,Engineer/Sr. Engineer Projects @ Noida,Gujarat Fluorochemicals Limited,2 days ago,"Noida, Uttar Pradesh, India",Mid-Senior level,Full-time,Engineering and Information Technology,Chemical Manufacturing,Engineering,Chemical,Noida
4245973344,Head of Global Travel and Procurement,Sigmoid,2 days ago,"Bengaluru, Karnataka, India",Director,Full-time,Administrative and Other,IT Services and IT Consulting and Data Infrastructure and Analytics,Administrative,IT,Bengaluru
4245267729,Sales Advisor,H&M,3 days ago,"Ludhiana, Punjab, India",Not Applicable,Full-time,Customer Service,Retail,Customer,Retail,Ludhiana
4245066716,Vice President of Technology,MakeMyTrip,3 days ago,"Gurugram, Haryana, India",Director,Full-time,Engineering,"Technology, Information and Internet",Engineering,Technology,Gurugram
4246685245,Data Business Analyst | PAN India,Capgemini,1 day ago,"Pune, Maharashtra, India",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,Research,IT,Pune
4245965932,Analyst - Healthcare and Lifescience COE,Bain & Company,2 days ago,"Gurugram, Haryana, India",Not Applicable,Full-time,Analyst,Business Consulting and Services,Analyst,Business,Gurugram
4245057378,Senior Executive - Site Engineer,Instamart,4 weeks ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Engineering,Technology,Bengaluru
4245883959,Legal Counsel,Airtel Payments Bank,2 days ago,"Gurugram, Haryana, India",Mid-Senior level,Full-time,Legal,Financial Services,Legal,Financial,Gurugram
4245086244,Territory Sales Manager - BD,Nayara Energy,3 days ago,"Bhopal, Madhya Pradesh, India",Mid-Senior level,Full-time,Sales and Business Development,Oil and Gas,Sales,Oil,Bhopal
4245268514,Sales Advisor,H&M,3 days ago,"Bhopal, Madhya Pradesh, India",Not Applicable,Full-time,Sales,Retail,Sales,Retail,Bhopal
4243900568,Assistant Manager - HR - Operations - CBS - TAL - Talent Attraction &Acquisition - Gurgaon,EY,2 days ago,"Gurugram, Haryana, India",Associate,Full-time,Human Resources,Professional Services,Human,Professional,Gurugram
4245256321,HR Executive,Cushman & Wakefield,3 days ago,Greater Kolkata Area,Mid-Senior level,Full-time,Human Resources,Real Estate,Human,Real,Greater
4246454558,"Quality Manager, Amazon Now, India",Amazon,1 day ago,"Gurugram, Haryana, India",Mid-Senior level,Full-time,"Quality Assurance, Information Technology, and Engineering",Software Development,Quality,Software,Gurugram
4245917140,Research Analyst,Crisil,2 days ago,"Chennai, Tamil Nadu, India",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Financial Services,Research,Financial,Chennai
4244348464,Food & Beverage Manager,Ramoji Film City,1 day ago,"Hyderabad, Telangana, India",Director,Full-time,Customer Service,Hospitality,Customer,Hospitality,Hyderabad
4245299448,Center Operation Manager - Rajouri,Frankfinn Aviation Services Pvt. Limited,3 days ago,"Delhi, India",Mid-Senior level,Full-time,Management and Manufacturing,Pharmaceutical Manufacturing,Management,Pharmaceutical,Delhi
4244945521,Frontend Engineer - Next.js/React.js,GAMMASTACK,3 days ago,"Bengaluru, Karnataka, India",Entry level,Full-time,Information Technology,"Technology, Information and Internet, Software Development, and Technology, Information and Media",Information,Technology,Bengaluru
4245278815,Clinical Research Associate,AstraZeneca India,3 days ago,"Bengaluru East, Karnataka, India",Associate,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,Research,Pharmaceutical,Bengaluru
4245745457,"Operations Executive in Chandigarh, Mohali, Zirakpur, Panchkula",FINZILA,2 days ago,"Chandigarh, Chandigarh, India",Entry level,Full-time,"Product Management, Management, and Public Relations",Advertising Services,Product,Advertising,Chandigarh
4246805086,"Regional Manager (East), Regional Manager (Central), Regional Manager (North) and Regional Manager (North East)",All India Football Federation,1 day ago,"North Guwahati, Assam, India",Mid-Senior level,Full-time,Sales and Business Development,Spectator Sports,Sales,Spectator,North
4245903252,Procurement Executive – CAPEX,Gujarat Fluorochemicals Limited,2 days ago,"Noida, Uttar Pradesh, India",Mid-Senior level,Full-time,Purchasing and Supply Chain,Chemical Manufacturing,Purchasing,Chemical,Noida
4245889151,Head of Worldwide Procurement (Individual Contributor),Sanas,1 week ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,Purchasing and Supply Chain,"Hospitality, Food and Beverage Services, and Retail",Purchasing,Hospitality,Bengaluru
4245247610,Funded traineeships for young graduates at the EU Delegation to Bosnia and Herzegovina - Various sections,Delegation of the European Union to India,3 days ago,"New Delhi, Delhi, India",Internship,Full-time,Other,Government Relations,Other,Government,New
4245235058,Associate Business Analyst,BNP Paribas,3 days ago,"Mumbai, Maharashtra, India",Entry level,Full-time,"Research, Analyst, and Information Technology",Banking,Research,Banking,Mumbai
4245886345,Executive Biotechnology,Terapia - a SUN PHARMA Company,2 days ago,"Vadodara, Gujarat, India",Executive,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,Business,Pharmaceutical,Vadodara
4245056580,Area Supervisor,Instamart,4 weeks ago,"Bengaluru, Karnataka, India",Director,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Bengaluru
4243923204,"Director, IT Operations",Strategy,1 day ago,Pune/Pimpri-Chinchwad Area,Director,Full-time,Information Technology,Software Development and IT Services and IT Consulting,Information,Software,Pune/Pimpri-Chinchwad
4244357252,Frontend Engineer (React Js),Jetbro,3 weeks ago,"Ahmedabad, Gujarat, India",Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Other,IT,Ahmedabad
4245917035,Data Scientist,Capgemini,2 days ago,"Pune, Maharashtra, India",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Engineering,IT,Pune
4245968835,Executive N - Retail Sales,Asian Paints,2 days ago,"Karimnagar, Telangana, India",Mid-Senior level,Full-time,Sales and Business Development,Manufacturing,Sales,Manufacturing,Karimnagar
4246615265,KYC Associate,Deutsche Bank,1 day ago,"Jaipur, Rajasthan, India",Not Applicable,Full-time,Finance and Sales,Financial Services,Finance,Financial,Jaipur
4245916877,Fleet SDM India,Syngenta,2 days ago,"Pune, Maharashtra, India",Mid-Senior level,Full-time,Supply Chain,Chemical Manufacturing,Supply,Chemical,Pune
4245058176,Onboarding Executive,Instamart,4 weeks ago,"Pune, Maharashtra, India",Executive,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Pune
4245083408,Senior Procurement Manager,Avery Dennison,3 days ago,"Gurugram, Haryana, India",Mid-Senior level,Full-time,"Purchasing, Strategy/Planning, and Supply Chain",Manufacturing,Purchasing,Manufacturing,Gurugram
4244938670,Human Resources (HR) Internship in Noida,eCampus,3 days ago,"Noida, Uttar Pradesh, India",Internship,Internship,Human Resources and Management,Advertising Services,Human,Advertising,Noida
4245056572,Senior Executive - Site Engineer,Instamart,4 weeks ago,"Chennai, Tamil Nadu, India",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Engineering,Technology,Chennai
4243670701,Associate Relationship Manager-HL,IDFC FIRST Bank,2 days ago,"Sirsa, Haryana, India",Mid-Senior level,Full-time,Sales and Business Development,Banking,Sales,Banking,Sirsa
4244850903,Business Finance Manager,Wipro,4 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Finance and Sales,IT Services and IT Consulting,Finance,IT,Bengaluru
4243708911,Customer Care Team Lead,Iconic Fashion India,1 day ago,"Gurugram, Haryana, India",Mid-Senior level,Full-time,Customer Service,Retail Apparel and Fashion,Customer,Retail,Gurugram
4244184942,Data Analyst,LTIMindtree,7 hours ago,India,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,Information,IT,India
4243900775,General Manager (TRAVEL & TOURISM INDUSTRY),Mindtel Global,2 days ago,"Gurugram, Haryana, India",Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting,Management,IT,Gurugram
4243752936,Unit Lead – Contract Validation and Commercial Concurrence,Reliance Industries Limited,1 day ago,"Navi Mumbai, Maharashtra, India",Mid-Senior level,Full-time,"Finance, Consulting, and Accounting/Auditing","Oil and Coal Product Manufacturing, Oil, Gas, and Mining, and Oil and Gas",Finance,Oil,Navi
4245967118,Assistant Manager - Customer Interaction Suite,Tata Communications,2 days ago,"Pune, Maharashtra, India",Mid-Senior level,Full-time,Engineering,"Telecommunications, IT Services and IT Consulting, and Social Networking Platforms",Engineering,Telecommunications,Pune
4244868409,Financial Controller (Project Management),Salesforce,4 days ago,"Hyderabad, Telangana, India",Not Applicable,Full-time,Accounting/Auditing and Finance,"Software Development, IT Services and IT Consulting, and Technology, Information and Internet",Accounting/Auditing,Software,Hyderabad
4246631105,Operations Manager,Apna Mart,1 day ago,"Kolkata, West Bengal, India",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet and Software Development",Information,Technology,Kolkata
4245824991,"SBS -Assistant Brand Manager, India Consumables",Amazon,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,"Purchasing, Supply Chain, and Information Technology",Software Development,Purchasing,Software,Bengaluru
4244818091,Store Manager,Lenskart.com,4 days ago,"Kottayam, Kerala, India",Mid-Senior level,Full-time,Sales and Business Development,Retail,Sales,Retail,Kottayam
4245580138,Senior Associate - Operations,WNS,2 days ago,Pune/Pimpri-Chinchwad Area,Associate,Full-time,Customer Service,Outsourcing/Offshoring,Customer,Outsourcing/Offshoring,Pune/Pimpri-Chinchwad
4246927034,Operations Executive - Gurgaon,Rentokil Initial,3 weeks ago,"Gurugram, Haryana, India",Executive,Full-time,Management and Manufacturing,Environmental Services,Management,Environmental,Gurugram
4244818241,"Payments Processing Analyst, NCT",Deutsche Bank,3 days ago,"Jaipur, Rajasthan, India",Not Applicable,Full-time,Other,Financial Services,Other,Financial,Jaipur
4245096052,Senior Executive - Finance & Accounts (Finops),ixigo,3 days ago,"Gurugram, Haryana, India",Associate,Full-time,Finance,"Technology, Information and Internet",Finance,Technology,Gurugram
4244911111,Freelance English Proofreader - AI Trainer,Mindrift,4 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Part-time,Other,IT Services and IT Consulting,Other,IT,Bengaluru
4245216459,Chief of Staff to Managing Partner,2070 Health,3 days ago,"New Delhi, Delhi, India",Director,Full-time,Other,IT Services and IT Consulting,Other,IT,New
4246656936,EXECUTIVE N - SOURCING & LOGISTICS (BACKWARD INTEGRATION),Asian Paints,1 day ago,Mumbai Metropolitan Region,Mid-Senior level,Full-time,Business Development and Sales,Manufacturing,Business,Manufacturing,Mumbai
4246607664,Head of Logistics,Intech Organics Limited,1 day ago,"Gurugram, Haryana, India",Director,Full-time,Supply Chain,Chemical Manufacturing,Supply,Chemical,Gurugram
4244365960,Project Manager,Tata Consultancy Services,1 day ago,"Kolkata, West Bengal, India",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,Information,IT,Kolkata
4245873396,Cluster Head -Last Mile - Varanasi,Meesho,2 days ago,"Varanasi, Uttar Pradesh, India",Director,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Varanasi
4244942717,Accounting Analyst,Caterpillar Inc.,3 days ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,Finance,Construction and Machinery Manufacturing,Finance,Construction,Bengaluru
4245525673,"Program Manager, Amazon",Amazon,3 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,"Project Management, Management, and Product Management",Software Development,Project,Software,Bengaluru
