job_id,job_title,company_name,time_posted,location,seniority_level,employment_type,job_function,industries,function,industry,city
4245742976,Digital Marketing Internship in Dehradun,Paradise Yatra,2 days ago,"Dehradun, Uttarakhand, India",Internship,Internship,"Marketing, Writing/Editing, and Management","Advertising Services, Media Production, and Writing and Editing",Marketing,Advertising,Dehradun
4245266554,Sales Advisor,H&M,3 days ago,"Faridabad, Haryana, India",Not Applicable,Full-time,Sales,Retail,Sales,Retail,Faridabad
4245927861,Assistant Manager - Business Analyst,KPMG India,2 days ago,"Bengaluru, Karnataka, India",Entry level,Full-time,"Research, Analyst, and Information Technology",Business Consulting and Services,Research,Business,Bengaluru
4245268779,Land MIS & Contracts,Aditya Birla Group,3 days ago,"Maharashtra, India",Entry level,Contract,Information Technology,Executive Offices,Information,Executive,Maharashtra
4245266563,Department Manager,H&M,3 days ago,"Jodhpur, Rajasthan, India",Not Applicable,Full-time,Sales,Retail,Sales,Retail,Jodhpur
4245528218,Process Assistant,Amazon,3 days ago,Mumbai Metropolitan Region,Not Applicable,Full-time,"Management, Distribution, and Supply Chain",Software Development,Management,Software,Mumbai
4245710045,Fund Accounting &/or Reporting Analyst,Deutsche Bank,2 days ago,"Mumbai, Maharashtra, India",Not Applicable,Full-time,"Research, Analyst, and Information Technology",Financial Services,Research,Financial,Mumbai
4244733524,Front Desk Executive - Worli,Podar Education Network,1 day ago,"Worli, Maharashtra, India",Director,Full-time,Business Development and Sales,Primary and Secondary Education,Business,Primary,Worli
4244361359,Program Manager,NxtWave,1 day ago,"Hyderabad, Telangana, India",Not Applicable,Full-time,Education and Manufacturing,"Education, Manufacturing, and Professional Training and Coaching",Education,Education,Hyderabad
4245882625,Executive Production Packing Supervisor,Terapia - a SUN PHARMA Company,2 days ago,"Dewas, Madhya Pradesh, India",Mid-Senior level,Full-time,Management and Manufacturing,Pharmaceutical Manufacturing,Management,Pharmaceutical,Dewas
4245571417,Web Developer,Indegene,3 days ago,"Bengaluru, Karnataka, India",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,Engineering,Staffing,Bengaluru
4245701149,Assistant Manager - SCFS Operations,Unilever,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Finance,"Manufacturing, Food and Beverage Manufacturing, and Food and Beverage Services",Finance,Manufacturing,Bengaluru
4245528116,Talent Acquisition - Associate,Amgen,3 days ago,"Hyderabad, Telangana, India",Not Applicable,Full-time,Human Resources,Biotechnology Research and Pharmaceutical Manufacturing,Human,Biotechnology,Hyderabad
4246612900,KYC Associate,Deutsche Bank,1 day ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,Finance and Sales,Financial Services,Finance,Financial,Bengaluru
4245254305,Product Manager-Trade Product,YES BANK,3 days ago,Mumbai Metropolitan Region,Mid-Senior level,Full-time,Product Management,Banking,Product,Banking,Mumbai
4245297546,Manager,Flipkart,3 days ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,Other,"Manufacturing and Technology, Information and Internet",Other,Manufacturing,Bengaluru
4245710167,Guest Service Associate - Front Office,Pullman Hotels & Resorts,2 days ago,"Chennai, Tamil Nadu, India",Entry level,Full-time,Other,Hospitality,Other,Hospitality,Chennai
4245529099,Process Assistant,Amazon,3 days ago,Mumbai Metropolitan Region,Not Applicable,Full-time,"Management, Distribution, and Supply Chain",Software Development,Management,Software,Mumbai
4245731946,Recruiter I,Conduent,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Human Resources,IT Services and IT Consulting,Human,IT,Bengaluru
4245906172,Manager - EXIM,Gujarat Fluorochemicals Limited,2 days ago,"Noida, Uttar Pradesh, India",Mid-Senior level,Full-time,Other,Chemical Manufacturing,Other,Chemical,Noida
4245228598,Grade 2,Beaverton School District,3 days ago,"Amta-I, West Bengal, India",Not Applicable,Part-time,Other,Primary and Secondary Education,Other,Primary,Amta-I
4245530081,"Process Assistant , Process Assistant",Amazon,3 days ago,"Navi Mumbai, Maharashtra, India",Not Applicable,Full-time,"Management, Distribution, and Supply Chain",Software Development,Management,Software,Navi
4245254305,Product Manager-Trade Product,YES BANK,3 days ago,Mumbai Metropolitan Region,Mid-Senior level,Full-time,Product Management,Banking,Product,Banking,Mumbai
4245297546,Manager,Flipkart,3 days ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,Other,"Manufacturing and Technology, Information and Internet",Other,Manufacturing,Bengaluru
4245710167,Guest Service Associate - Front Office,Pullman Hotels & Resorts,2 days ago,"Chennai, Tamil Nadu, India",Entry level,Full-time,Other,Hospitality,Other,Hospitality,Chennai
4245529099,Process Assistant,Amazon,3 days ago,Mumbai Metropolitan Region,Not Applicable,Full-time,"Management, Distribution, and Supply Chain",Software Development,Management,Software,Mumbai
4245731946,Recruiter I,Conduent,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Human Resources,IT Services and IT Consulting,Human,IT,Bengaluru
4245906172,Manager - EXIM,Gujarat Fluorochemicals Limited,2 days ago,"Noida, Uttar Pradesh, India",Mid-Senior level,Full-time,Other,Chemical Manufacturing,Other,Chemical,Noida
4245228598,Grade 2,Beaverton School District,3 days ago,"Amta-I, West Bengal, India",Not Applicable,Part-time,Other,Primary and Secondary Education,Other,Primary,Amta-I
4245530081,"Process Assistant , Process Assistant",Amazon,3 days ago,"Navi Mumbai, Maharashtra, India",Not Applicable,Full-time,"Management, Distribution, and Supply Chain",Software Development,Management,Software,Navi
4245741130,"Analyst, Finance",Gap Inc.,2 days ago,"Hyderabad, Telangana, India",Entry level,Full-time,Finance and Sales,Retail,Finance,Retail,Hyderabad
4245273433,PF Secretarial,UltraTech Cement,3 days ago,"Maharashtra, India",Entry level,Full-time,Administrative,Wholesale Building Materials,Administrative,Wholesale,Maharashtra
4245082567,Document Specialist II,Capgemini,3 days ago,"Pune, Maharashtra, India",Entry level,Full-time,Other,IT Services and IT Consulting,Other,IT,Pune
4245877329,Risk Analyst,noon,2 days ago,"Gurugram, Haryana, India",Entry level,Full-time,Other,Internet Marketplace Platforms,Other,Internet,Gurugram
4244935899,"Human Resources (HR) Internship in Navi Mumbai, Mumbai, Thane",Cityflo,3 days ago,Mumbai Metropolitan Region,Internship,Internship,Management and Human Resources,Advertising Services,Management,Advertising,Mumbai
4245869620,Finance Account Officer,Automotive Research Association of India (ARAI),2 days ago,"Pune, Maharashtra, India",Associate,Full-time,Finance and Accounting/Auditing,Automotive and Financial Services,Finance,Automotive,Pune
4243912873,JUNIOR SPECIALIST,Invest India - China ( 投资印度 - 中国),1 day ago,"Delhi, Delhi, India",Entry level,Full-time,Business Development and Sales,Government Administration,Business,Government,Delhi
4246626420,Mechanical & Physical Engineer,Capgemini,1 day ago,"Bengaluru, Karnataka, India",Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting,Management,IT,Bengaluru
4244938701,"Human Resources (HR) Internship in Navi Mumbai, Mumbai, Thane",Cityflo,3 days ago,"Navi Mumbai, Maharashtra, India",Internship,Internship,Management and Human Resources,Advertising Services,Management,Advertising,Navi
4246636736,DH Finance & Accounts,GRASIM INDUSTRIES LIMITED ( ADITYA BIRLA GROUP),1 day ago,"Gujarat, India",Entry level,Full-time,Finance and Sales,Manufacturing,Finance,Manufacturing,Gujarat
4245272090,Area Sales Manager - Kolkata,Mondelēz International,3 days ago,India,Not Applicable,Full-time,Sales and Business Development,"Food and Beverage Manufacturing, Food and Beverage Services, and Manufacturing",Sales,Food,India
4245932899,Area Unit Head - DM Defence - Jammu,Aditya Birla Capital,2 days ago,"Jammu & Kashmir, India",Director,Full-time,Business Development and Sales,Financial Services,Business,Financial,Jammu
4245056581,Area Supervisor,Instamart,4 weeks ago,"Delhi, Delhi, India",Director,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Delhi
4245904202,Process Engineering And Projects,Gujarat Fluorochemicals Limited,2 days ago,"Vadodara, Gujarat, India",Entry level,Full-time,Engineering and Information Technology,Chemical Manufacturing,Engineering,Chemical,Vadodara
4245744041,Communications Specialist,Red Bull,2 days ago,Mumbai Metropolitan Region,Entry level,Full-time,Marketing,Food and Beverage Services,Marketing,Food,Mumbai
4246131498,Executive Assistant,Mondelēz International,1 day ago,Mumbai Metropolitan Region,Not Applicable,Full-time,Administrative,"Food and Beverage Manufacturing, Food and Beverage Services, and Manufacturing",Administrative,Food,Mumbai
4245941628,"Billing, Pune",Larsen & Toubro,2 days ago,"Pune, Maharashtra, India",Entry level,Full-time,Accounting/Auditing and Finance,Executive Offices,Accounting/Auditing,Executive,Pune
4245901346,"AGM/ DGM – Procurement,Commercial & Logistics",Gujarat Fluorochemicals Limited,2 days ago,"Dahej, Gujarat, India",Entry level,Full-time,Administrative,Chemical Manufacturing,Administrative,Chemical,Dahej
4245277504,Credit Manager,Kotak Mahindra Bank,3 days ago,"Mumbai, Maharashtra, India",Associate,Full-time,Finance,Banking,Finance,Banking,Mumbai
4245227907,Area Sales Executive - On trade (Bangalore),Bacardi,3 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Sales and Business Development,Beverage Manufacturing,Sales,Beverage,Bengaluru
4245059185,Executive - Events & Partnership,Instamart,3 weeks ago,"Pune, Maharashtra, India",Executive,Full-time,Business Development and Sales,"Technology, Information and Internet",Business,Technology,Pune
4245296810,Decision Scientist,PhonePe,3 days ago,"Bengaluru, Karnataka, India",Entry level,Full-time,Analyst,Software Development,Analyst,Software,Bengaluru
4245297546,Manager,Flipkart,3 days ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,Other,"Manufacturing and Technology, Information and Internet",Other,Manufacturing,Bengaluru
4245710167,Guest Service Associate - Front Office,Pullman Hotels & Resorts,2 days ago,"Chennai, Tamil Nadu, India",Entry level,Full-time,Other,Hospitality,Other,Hospitality,Chennai
4245529099,Process Assistant,Amazon,3 days ago,Mumbai Metropolitan Region,Not Applicable,Full-time,"Management, Distribution, and Supply Chain",Software Development,Management,Software,Mumbai
4245731946,Recruiter I,Conduent,2 days ago,"Bengaluru, Karnataka, India",Mid-Senior level,Full-time,Human Resources,IT Services and IT Consulting,Human,IT,Bengaluru
4243709631,Zonal Marketing Lead,JSW Paints,1 day ago,"Kolkata, West Bengal, India",Mid-Senior level,Full-time,Marketing,"Paint, Coating, and Adhesive Manufacturing, Retail Building Materials and Garden Equipment, and Food and Beverage Manufacturing",Marketing,Paint,Kolkata
4245906172,Manager - EXIM,Gujarat Fluorochemicals Limited,2 days ago,"Noida, Uttar Pradesh, India",Mid-Senior level,Full-time,Other,Chemical Manufacturing,Other,Chemical,Noida
4244907672,Payments Processing Analyst,Deutsche Bank,3 days ago,"Bengaluru, Karnataka, India",Not Applicable,Full-time,Accounting/Auditing and Finance,Financial Services,Accounting/Auditing,Financial,Bengaluru
4244589845,IN- Administrative 2_ Executive Assistant _Advisory Corporate _Advisory_Mumbai,PwC India,4 days ago,"Mumbai, Maharashtra, India",Mid-Senior level,Full-time,Administrative,Business Consulting and Services,Administrative,Business,Mumbai
